emotion,feature_layer,feature_id,intervention_type,ablated_component,baseline_activation,ablated_activation,activation_change,activation_change_pct,baseline_emotion_logit,ablated_emotion_logit,logit_change,prompt
Joy,25,13068,combined_ablation,L21.MLP+L23.H0+L16.MLP,45.2337532043457,14.630232810974121,-30.603520393371582,-67.65638096648465,6.69876766204834,6.253626823425293,-0.4451408386230469,"My boyfriend is so much like your husband. I’m so happy for you to have him, he sounds wonderful."
Joy,25,13068,single_ablation,L21.MLP,14.254355430603027,0.0,-14.254355430603027,-100.0,4.0505533665418625,2.2031849324703217,-1.8473684340715408,"I enjoy BOG and Italy at Epcot. But that’s just me. Also, probably better going to Golive Arden."
Joy,25,13068,single_ablation,L23.H0,14.254355430603027,0.0,-14.254355430603027,-100.0,4.0505533665418625,4.1597155928611755,0.10916222631931305,"I enjoy BOG and Italy at Epcot. But that’s just me. Also, probably better going to Golive Arden."
Joy,25,13068,single_ablation,L16.MLP,14.254355430603027,0.0,-14.254355430603027,-100.0,4.0505533665418625,5.305592626333237,1.2550392597913742,"I enjoy BOG and Italy at Epcot. But that’s just me. Also, probably better going to Golive Arden."
Joy,25,13068,single_ablation,L24.Attn,14.254355430603027,0.0,-14.254355430603027,-100.0,4.0505533665418625,4.181876093149185,0.1313227266073227,"I enjoy BOG and Italy at Epcot. But that’s just me. Also, probably better going to Golive Arden."
Joy,25,13068,single_ablation,L19.H5,14.254355430603027,12.316365242004395,-1.9379901885986328,-13.595775677361837,4.0505533665418625,4.262997627258301,0.2124442607164383,"I enjoy BOG and Italy at Epcot. But that’s just me. Also, probably better going to Golive Arden."
Joy,25,13068,combined_ablation,L21.MLP+L23.H0+L16.MLP,14.254355430603027,0.0,-14.254355430603027,-100.0,4.0505533665418625,3.8979087471961975,-0.15264461934566498,"I enjoy BOG and Italy at Epcot. But that’s just me. Also, probably better going to Golive Arden."
Sadness,25,66,single_ablation,L18.MLP,48.02177429199219,31.127986907958984,-16.893787384033203,-35.179431899604566,20.03847599029541,18.404166221618652,-1.6343097686767578,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,single_ablation,L22.Attn,48.02177429199219,41.529048919677734,-6.492725372314453,-13.520377928637133,20.03847599029541,20.21494197845459,0.1764659881591797,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,single_ablation,L22.H1,48.02177429199219,41.99024200439453,-6.031532287597656,-12.55999466184538,20.03847599029541,19.71868920326233,-0.31978678703308105,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,single_ablation,L16.MLP,48.02177429199219,41.148231506347656,-6.873542785644531,-14.313387805811917,20.03847599029541,20.353681087493896,0.31520509719848633,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,single_ablation,L24.MLP,48.02177429199219,53.47791290283203,5.456138610839844,11.361801372986077,20.03847599029541,20.266334772109985,0.2278587818145752,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,combined_ablation,L18.MLP+L22.Attn+L22.H1,48.02177429199219,24.871095657348633,-23.150678634643555,-48.2087115188162,20.03847599029541,19.1577091217041,-0.8807668685913086,I believe it was a severe dislocation as opposed to a fracture. Regardless....poor guy....
Sadness,25,66,single_ablation,L18.MLP,55.162620544433594,48.61280059814453,-6.5498199462890625,-11.87365625788784,7.847715616226196,4.9129097908735275,-2.9348058253526688,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,single_ablation,L22.Attn,55.162620544433594,43.995304107666016,-11.167316436767578,-20.244354467845277,7.847715616226196,8.353780388832092,0.506064772605896,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,single_ablation,L22.H1,55.162620544433594,45.175689697265625,-9.986930847167969,-18.10452576146827,7.847715616226196,7.48834103345871,-0.3593745827674866,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,single_ablation,L16.MLP,55.162620544433594,40.107398986816406,-15.055221557617188,-27.292433551974167,7.847715616226196,7.468413472175598,-0.37930214405059814,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,single_ablation,L24.MLP,55.162620544433594,67.29344177246094,12.130821228027344,21.991016939189727,7.847715616226196,7.762714058160782,-0.08500155806541443,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,combined_ablation,L18.MLP+L22.Attn+L22.H1,55.162620544433594,35.412147521972656,-19.750473022460938,-35.80408767301382,7.847715616226196,5.6408564150333405,-2.206859201192856,Sucks dude. For social creatures we're pretty inept at socialising and helping each other.
Sadness,25,66,single_ablation,L18.MLP,28.575908660888672,26.463523864746094,-2.112384796142578,-7.392187668326924,8.419742584228516,8.426423072814941,0.006680488586425781,I miss being little 😭😭😭
Sadness,25,66,single_ablation,L22.Attn,28.575908660888672,21.3936767578125,-7.182231903076172,-25.133870591161156,8.419742584228516,7.479026973247528,-0.9407156109809875,I miss being little 😭😭😭
Sadness,25,66,single_ablation,L22.H1,28.575908660888672,23.498374938964844,-5.077533721923828,-17.768581857462877,8.419742584228516,7.90558660030365,-0.5141559839248657,I miss being little 😭😭😭
Sadness,25,66,single_ablation,L16.MLP,28.575908660888672,28.898422241210938,0.3225135803222656,1.1286205598903112,8.419742584228516,8.86523723602295,0.4454946517944336,I miss being little 😭😭😭
Sadness,25,66,single_ablation,L24.MLP,28.575908660888672,32.0994987487793,3.523590087890625,12.330631825938395,8.419742584228516,10.041067719459534,1.621325135231018,I miss being little 😭😭😭
Sadness,25,66,combined_ablation,L18.MLP+L22.Attn+L22.H1,28.575908660888672,19.62579917907715,-8.950109481811523,-31.32047203825709,8.419742584228516,7.388716220855713,-1.0310263633728027,I miss being little 😭😭😭
Sadness,25,66,single_ablation,L18.MLP,22.00459861755371,15.609912872314453,-6.394685745239258,-29.060678889811832,14.274614095687866,12.457918167114258,-1.8166959285736084,"Yeah.. like 30ish BBs deep I don’t think about it twice, just re-jam and be a sad boy. But we are so fucking deep..."
Sadness,25,66,single_ablation,L22.Attn,22.00459861755371,13.862464904785156,-8.142133712768555,-37.00196424520708,14.274614095687866,13.903724908828735,-0.37088918685913086,"Yeah.. like 30ish BBs deep I don’t think about it twice, just re-jam and be a sad boy. But we are so fucking deep..."
Sadness,25,66,single_ablation,L22.H1,22.00459861755371,14.549846649169922,-7.454751968383789,-33.878154734605864,14.274614095687866,13.373785018920898,-0.9008290767669678,"Yeah.. like 30ish BBs deep I don’t think about it twice, just re-jam and be a sad boy. But we are so fucking deep..."
Sadness,25,66,single_ablation,L16.MLP,22.00459861755371,16.792152404785156,-5.212446212768555,-23.687985876781383,14.274614095687866,15.072619438171387,0.7980053424835205,"Yeah.. like 30ish BBs deep I don’t think about it twice, just re-jam and be a sad boy. But we are so fucking deep..."
Sadness,25,66,single_ablation,L24.MLP,22.00459861755371,26.43946075439453,4.43486213684082,20.154251454071066,14.274614095687866,14.859545946121216,0.5849318504333496,"Yeah.. like 30ish BBs deep I don’t think about it twice, just re-jam and be a sad boy. But we are so fucking deep..."
Sadness,25,66,combined_ablation,L18.MLP+L22.Attn+L22.H1,22.00459861755371,0.0,-22.00459861755371,-100.0,14.274614095687866,12.41916275024414,-1.8554513454437256,"Yeah.. like 30ish BBs deep I don’t think about it twice, just re-jam and be a sad boy. But we are so fucking deep..."
Sadness,25,66,single_ablation,L18.MLP,24.0637149810791,14.63911247253418,-9.424602508544922,-39.16520169872079,1.0042221546173096,-0.10970054939389229,-1.1139227040112019,"As a former [NAME], I apologize. That’s tough"
Sadness,25,66,single_ablation,L22.Attn,24.0637149810791,20.615007400512695,-3.4487075805664062,-14.331567604079702,1.0042221546173096,4.646645545959473,3.642423391342163,"As a former [NAME], I apologize. That’s tough"
Sadness,25,66,single_ablation,L22.H1,24.0637149810791,21.152023315429688,-2.911691665649414,-12.099925834140027,1.0042221546173096,0.8362946510314941,-0.16792750358581543,"As a former [NAME], I apologize. That’s tough"
Sadness,25,66,single_ablation,L16.MLP,24.0637149810791,19.576143264770508,-4.487571716308594,-18.648707067205113,1.0042221546173096,1.3996776938438416,0.395455539226532,"As a former [NAME], I apologize. That’s tough"
Sadness,25,66,single_ablation,L24.MLP,24.0637149810791,28.662952423095703,4.599237442016602,19.112748990057877,1.0042221546173096,0.12412531673908234,-0.8800968378782272,"As a former [NAME], I apologize. That’s tough"
Sadness,25,66,combined_ablation,L18.MLP+L22.Attn+L22.H1,24.0637149810791,0.0,-24.0637149810791,-100.0,1.0042221546173096,0.9752478301525116,-0.028974324464797974,"As a former [NAME], I apologize. That’s tough"
Anger,23,11903,single_ablation,L20.MLP,46.82014846801758,42.9549560546875,-3.865192413330078,-8.255404008319957,4.5305861830711365,4.290987074375153,-0.2395991086959839,Let this be a lesson at how easily manipulated some therapist are. Block the therapist immediately. He/she has been compromised by a psychopath.
Anger,23,11903,single_ablation,L19.MLP,46.82014846801758,37.945777893066406,-8.874370574951172,-18.95417008558436,4.5305861830711365,5.769459009170532,1.2388728260993958,Let this be a lesson at how easily manipulated some therapist are. Block the therapist immediately. He/she has been compromised by a psychopath.
Anger,23,11903,single_ablation,L17.MLP,46.82014846801758,40.175743103027344,-6.644405364990234,-14.191337666365941,4.5305861830711365,5.2773444056510925,0.746758222579956,Let this be a lesson at how easily manipulated some therapist are. Block the therapist immediately. He/she has been compromised by a psychopath.
Anger,23,11903,single_ablation,L21.MLP,46.82014846801758,43.797428131103516,-3.0227203369140625,-6.456024672751423,4.5305861830711365,2.5546566545963287,-1.9759295284748077,Let this be a lesson at how easily manipulated some therapist are. Block the therapist immediately. He/she has been compromised by a psychopath.
Anger,23,11903,single_ablation,L19.H5,46.82014846801758,42.4171142578125,-4.403034210205078,-9.404144058220473,4.5305861830711365,4.411944806575775,-0.11864137649536133,Let this be a lesson at how easily manipulated some therapist are. Block the therapist immediately. He/she has been compromised by a psychopath.
Anger,23,11903,combined_ablation,L20.MLP+L19.MLP+L17.MLP,46.82014846801758,29.941143035888672,-16.879005432128906,-36.050730261265194,4.5305861830711365,6.3132007122039795,1.782614529132843,Let this be a lesson at how easily manipulated some therapist are. Block the therapist immediately. He/she has been compromised by a psychopath.
Anger,23,11903,single_ablation,L20.MLP,0.0,0.0,0.0,0.0,5.393642574548721,3.115319699048996,-2.2783228754997253,I hate Detroit
Anger,23,11903,single_ablation,L19.MLP,0.0,0.0,0.0,0.0,5.393642574548721,1.523036539554596,-3.8706060349941254,I hate Detroit
Anger,23,11903,single_ablation,L17.MLP,0.0,0.0,0.0,0.0,5.393642574548721,4.244024213403463,-1.149618361145258,I hate Detroit
Anger,23,11903,single_ablation,L21.MLP,0.0,0.0,0.0,0.0,5.393642574548721,-0.45244308188557625,-5.846085656434298,I hate Detroit
Anger,23,11903,single_ablation,L19.H5,0.0,0.0,0.0,0.0,5.393642574548721,5.067659467458725,-0.32598310708999634,I hate Detroit
Anger,23,11903,combined_ablation,L20.MLP+L19.MLP+L17.MLP,0.0,0.0,0.0,0.0,5.393642574548721,-0.2943270802497864,-5.687969654798508,I hate Detroit
Anger,23,11903,single_ablation,L20.MLP,46.2135009765625,39.85485076904297,-6.358650207519531,-13.759291274522493,5.5518439412117,6.002234995365143,0.4503910541534424,WHY HAVE I NOT SEEN YOU? WHERE THE HELL HAVE YOU BEEN?
Anger,23,11903,single_ablation,L19.MLP,46.2135009765625,42.593055725097656,-3.6204452514648438,-7.83417221149503,5.5518439412117,4.419602930545807,-1.1322410106658936,WHY HAVE I NOT SEEN YOU? WHERE THE HELL HAVE YOU BEEN?
Anger,23,11903,single_ablation,L17.MLP,46.2135009765625,38.8721923828125,-7.34130859375,-15.885636099011835,5.5518439412117,5.868688106536865,0.3168441653251648,WHY HAVE I NOT SEEN YOU? WHERE THE HELL HAVE YOU BEEN?
Anger,23,11903,single_ablation,L21.MLP,46.2135009765625,35.44806671142578,-10.765434265136719,-23.29499829626949,5.5518439412117,2.01072831498459,-3.5411156262271106,WHY HAVE I NOT SEEN YOU? WHERE THE HELL HAVE YOU BEEN?
Anger,23,11903,single_ablation,L19.H5,46.2135009765625,43.699554443359375,-2.513946533203125,-5.439853030130936,5.5518439412117,5.186551153659821,-0.3652927875518799,WHY HAVE I NOT SEEN YOU? WHERE THE HELL HAVE YOU BEEN?
Anger,23,11903,combined_ablation,L20.MLP+L19.MLP+L17.MLP,46.2135009765625,29.193462371826172,-17.020038604736328,-36.82914785739379,5.5518439412117,7.452728509902954,1.9008845686912537,WHY HAVE I NOT SEEN YOU? WHERE THE HELL HAVE YOU BEEN?
Anger,23,11903,single_ablation,L20.MLP,39.673973083496094,24.542266845703125,-15.131706237792969,-38.14013334623041,8.119821667671204,8.871797561645508,0.7519758939743042,yeah fuck you too okay
Anger,23,11903,single_ablation,L19.MLP,39.673973083496094,29.236953735351562,-10.437019348144531,-26.306967860716245,8.119821667671204,5.741413474082947,-2.378408193588257,yeah fuck you too okay
Anger,23,11903,single_ablation,L17.MLP,39.673973083496094,31.41490936279297,-8.259063720703125,-20.81733458688764,8.119821667671204,11.160371780395508,3.040550112724304,yeah fuck you too okay
Anger,23,11903,single_ablation,L21.MLP,39.673973083496094,32.45411682128906,-7.219856262207031,-18.19796632672115,8.119821667671204,7.878033757209778,-0.24178791046142578,yeah fuck you too okay
Anger,23,11903,single_ablation,L19.H5,39.673973083496094,34.007362365722656,-5.6666107177734375,-14.282942386051777,8.119821667671204,8.279494524002075,0.15967285633087158,yeah fuck you too okay
Anger,23,11903,combined_ablation,L20.MLP+L19.MLP+L17.MLP,39.673973083496094,0.0,-39.673973083496094,-100.0,8.119821667671204,9.413466095924377,1.2936444282531738,yeah fuck you too okay
Anger,23,11903,single_ablation,L20.MLP,0.0,0.0,0.0,0.0,5.886825323104858,4.041239351034164,-1.845585972070694,Classic sloth fuckboi
Anger,23,11903,single_ablation,L19.MLP,0.0,0.0,0.0,0.0,5.886825323104858,3.658329665660858,-2.2284956574440002,Classic sloth fuckboi
Anger,23,11903,single_ablation,L17.MLP,0.0,0.0,0.0,0.0,5.886825323104858,5.761159539222717,-0.1256657838821411,Classic sloth fuckboi
Anger,23,11903,single_ablation,L21.MLP,0.0,0.0,0.0,0.0,5.886825323104858,3.901293456554413,-1.9855318665504456,Classic sloth fuckboi
Anger,23,11903,single_ablation,L19.H5,0.0,0.0,0.0,0.0,5.886825323104858,6.168598651885986,0.28177332878112793,Classic sloth fuckboi
Anger,23,11903,combined_ablation,L20.MLP+L19.MLP+L17.MLP,0.0,0.0,0.0,0.0,5.886825323104858,4.0341276824474335,-1.852697640657425,Classic sloth fuckboi
Fear,25,3410,single_ablation,L22.H1,0.0,0.0,0.0,0.0,5.878171682357788,5.505551904439926,-0.37261977791786194,In Canada you should probably be more worried about moose than bears
Fear,25,3410,single_ablation,L22.H6,0.0,0.0,0.0,0.0,5.878171682357788,5.972646176815033,0.09447449445724487,In Canada you should probably be more worried about moose than bears
Fear,25,3410,single_ablation,L16.H7,0.0,0.0,0.0,0.0,5.878171682357788,6.002135217189789,0.12396353483200073,In Canada you should probably be more worried about moose than bears
Fear,25,3410,single_ablation,L22.Attn,0.0,0.0,0.0,0.0,5.878171682357788,6.721898667514324,0.8437269851565361,In Canada you should probably be more worried about moose than bears
Fear,25,3410,single_ablation,L17.H1,0.0,0.0,0.0,0.0,5.878171682357788,6.230282470583916,0.3521107882261276,In Canada you should probably be more worried about moose than bears
Fear,25,3410,combined_ablation,L22.H1+L22.H6+L16.H7,0.0,0.0,0.0,0.0,5.878171682357788,5.451753497123718,-0.4264181852340698,In Canada you should probably be more worried about moose than bears
Fear,25,3410,single_ablation,L22.H1,0.0,0.0,0.0,0.0,7.12015743739903,6.497351288795471,-0.6228061486035585,"They are dangerous AF. I had a student faceplant and break her face, and my daughter's friend hit his head and is in a coma."
Fear,25,3410,single_ablation,L22.H6,0.0,0.0,0.0,0.0,7.12015743739903,7.144303165376186,0.02414572797715664,"They are dangerous AF. I had a student faceplant and break her face, and my daughter's friend hit his head and is in a coma."
Fear,25,3410,single_ablation,L16.H7,0.0,13.569348335266113,13.569348335266113,1000.0,7.12015743739903,7.456354856491089,0.33619741909205914,"They are dangerous AF. I had a student faceplant and break her face, and my daughter's friend hit his head and is in a coma."
Fear,25,3410,single_ablation,L22.Attn,0.0,0.0,0.0,0.0,7.12015743739903,6.830927073955536,-0.28923036344349384,"They are dangerous AF. I had a student faceplant and break her face, and my daughter's friend hit his head and is in a coma."
Fear,25,3410,single_ablation,L17.H1,0.0,0.0,0.0,0.0,7.12015743739903,7.091195164248347,-0.02896227315068245,"They are dangerous AF. I had a student faceplant and break her face, and my daughter's friend hit his head and is in a coma."
Fear,25,3410,combined_ablation,L22.H1+L22.H6+L16.H7,0.0,0.0,0.0,0.0,7.12015743739903,6.744906651438214,-0.37525078596081585,"They are dangerous AF. I had a student faceplant and break her face, and my daughter's friend hit his head and is in a coma."
Fear,25,3410,single_ablation,L22.H1,29.576759338378906,21.064472198486328,-8.512287139892578,-28.780323910763965,5.827266752719879,4.90351527929306,-0.9237514734268188,That’s nightmare fuel right there
Fear,25,3410,single_ablation,L22.H6,29.576759338378906,34.938514709472656,5.36175537109375,18.12827196432003,5.827266752719879,5.948509693145752,0.1212429404258728,That’s nightmare fuel right there
Fear,25,3410,single_ablation,L16.H7,29.576759338378906,30.409534454345703,0.8327751159667969,2.8156401667919884,5.827266752719879,5.878953456878662,0.05168670415878296,That’s nightmare fuel right there
Fear,25,3410,single_ablation,L22.Attn,29.576759338378906,21.485427856445312,-8.091331481933594,-27.35705893050377,5.827266752719879,5.797586023807526,-0.029680728912353516,That’s nightmare fuel right there
Fear,25,3410,single_ablation,L17.H1,29.576759338378906,29.68726348876953,0.110504150390625,0.37361818151332904,5.827266752719879,5.789869546890259,-0.03739720582962036,That’s nightmare fuel right there
Fear,25,3410,combined_ablation,L22.H1+L22.H6+L16.H7,29.576759338378906,21.973434448242188,-7.603324890136719,-25.707092528797155,5.827266752719879,4.662728175520897,-1.1645385771989822,That’s nightmare fuel right there
Fear,25,3410,single_ablation,L22.H1,0.0,0.0,0.0,0.0,4.761377692222595,4.809757232666016,0.04837954044342041,She’s horrible
Fear,25,3410,single_ablation,L22.H6,0.0,0.0,0.0,0.0,4.761377692222595,4.416851222515106,-0.344526469707489,She’s horrible
Fear,25,3410,single_ablation,L16.H7,0.0,0.0,0.0,0.0,4.761377692222595,4.743163764476776,-0.018213927745819092,She’s horrible
Fear,25,3410,single_ablation,L22.Attn,0.0,0.0,0.0,0.0,4.761377692222595,5.846866607666016,1.0854889154434204,She’s horrible
Fear,25,3410,single_ablation,L17.H1,0.0,0.0,0.0,0.0,4.761377692222595,4.77483868598938,0.013460993766784668,She’s horrible
Fear,25,3410,combined_ablation,L22.H1+L22.H6+L16.H7,0.0,0.0,0.0,0.0,4.761377692222595,4.557790637016296,-0.20358705520629883,She’s horrible
Fear,25,3410,single_ablation,L22.H1,41.085208892822266,26.570594787597656,-14.51461410522461,-35.32807668834894,9.767383575439453,7.902133226394653,-1.8652503490447998,That’s what I’m terrified of.
Fear,25,3410,single_ablation,L22.H6,41.085208892822266,47.51567840576172,6.430469512939453,15.651543916241057,9.767383575439453,10.302196025848389,0.5348124504089355,That’s what I’m terrified of.
Fear,25,3410,single_ablation,L16.H7,41.085208892822266,41.396507263183594,0.3112983703613281,0.7576896375856399,9.767383575439453,9.71107006072998,-0.056313514709472656,That’s what I’m terrified of.
Fear,25,3410,single_ablation,L22.Attn,41.085208892822266,24.75104522705078,-16.334163665771484,-39.75679838547717,9.767383575439453,8.338546633720398,-1.4288369417190552,That’s what I’m terrified of.
Fear,25,3410,single_ablation,L17.H1,41.085208892822266,47.916603088378906,6.831394195556641,16.62738094718586,9.767383575439453,10.994254112243652,1.2268705368041992,That’s what I’m terrified of.
Fear,25,3410,combined_ablation,L22.H1+L22.H6+L16.H7,41.085208892822266,27.37057876586914,-13.714630126953125,-33.38094291483357,9.767383575439453,7.853655934333801,-1.9137276411056519,That’s what I’m terrified of.
Disgust,24,10476,single_ablation,L23.MLP,0.0,0.0,0.0,0.0,7.535970509052277,5.680409785360098,-1.8555607236921787,"I'm saying [NAME] is the pretentious one, and that the original commenter's response to him is a perfect mockery of the asshole"
Disgust,24,10476,single_ablation,L19.MLP,0.0,0.0,0.0,0.0,7.535970509052277,5.2573283314704895,-2.278642177581787,"I'm saying [NAME] is the pretentious one, and that the original commenter's response to him is a perfect mockery of the asshole"
Disgust,24,10476,single_ablation,L16.MLP,0.0,0.0,0.0,0.0,7.535970509052277,8.06567269563675,0.5297021865844727,"I'm saying [NAME] is the pretentious one, and that the original commenter's response to him is a perfect mockery of the asshole"
Disgust,24,10476,single_ablation,L20.MLP,0.0,0.0,0.0,0.0,7.535970509052277,5.190421208739281,-2.345549300312996,"I'm saying [NAME] is the pretentious one, and that the original commenter's response to him is a perfect mockery of the asshole"
Disgust,24,10476,single_ablation,L15.Attn,0.0,0.0,0.0,0.0,7.535970509052277,7.871481776237488,0.3355112671852112,"I'm saying [NAME] is the pretentious one, and that the original commenter's response to him is a perfect mockery of the asshole"
Disgust,24,10476,combined_ablation,L23.MLP+L19.MLP+L16.MLP,0.0,0.0,0.0,0.0,7.535970509052277,4.480721801519394,-3.0552487075328827,"I'm saying [NAME] is the pretentious one, and that the original commenter's response to him is a perfect mockery of the asshole"
Disgust,24,10476,single_ablation,L23.MLP,23.13764762878418,16.41407585144043,-6.72357177734375,-29.05901189790509,8.23724365234375,10.895625591278076,2.658381938934326,i find it a little disgusting if swear words are used frequently and unironically.
Disgust,24,10476,single_ablation,L19.MLP,23.13764762878418,17.021251678466797,-6.116395950317383,-26.434821933705727,8.23724365234375,7.8815964460372925,-0.3556472063064575,i find it a little disgusting if swear words are used frequently and unironically.
Disgust,24,10476,single_ablation,L16.MLP,23.13764762878418,18.990123748779297,-4.147523880004883,-17.925434540913283,8.23724365234375,8.98685997724533,0.7496163249015808,i find it a little disgusting if swear words are used frequently and unironically.
Disgust,24,10476,single_ablation,L20.MLP,23.13764762878418,26.02903175354004,2.8913841247558594,12.49644808817496,8.23724365234375,7.829036474227905,-0.4082071781158447,i find it a little disgusting if swear words are used frequently and unironically.
Disgust,24,10476,single_ablation,L15.Attn,23.13764762878418,23.341333389282227,0.20368576049804688,0.8803218190800584,8.23724365234375,8.362231016159058,0.12498736381530762,i find it a little disgusting if swear words are used frequently and unironically.
Disgust,24,10476,combined_ablation,L23.MLP+L19.MLP+L16.MLP,23.13764762878418,0.0,-23.13764762878418,-100.0,8.23724365234375,11.21408498287201,2.9768413305282593,i find it a little disgusting if swear words are used frequently and unironically.
Disgust,24,10476,single_ablation,L23.MLP,21.104188919067383,12.199634552001953,-8.90455436706543,-42.19330295617412,9.494786739349365,6.1955598294734955,-3.2992269098758698,This is repulsive what the fuck is wrong with places like this. It does have an element of hilarity tho
Disgust,24,10476,single_ablation,L19.MLP,21.104188919067383,19.839086532592773,-1.2651023864746094,-5.9945558264577725,9.494786739349365,6.8350615203380585,-2.6597252190113068,This is repulsive what the fuck is wrong with places like this. It does have an element of hilarity tho
