emotion,layer,feature_id,prompt,alpha,log_prob,delta_log_prob,activation,delta_activation
Sadness,18,11186,I feel bad for my kids who will never get to see [...,2,-17.392266049608587,0.14829468876123642,16.556842803955078,1.6935844421386719
Sadness,18,11186,I feel bad for my kids who will never get to see [...,4,-17.24966426566243,0.2908964727073915,18.25041961669922,3.3871612548828125
Sadness,18,11186,I'M LITERALLY DEAD,-2,-32.18359178006649,-0.1011691629886684,0.0,0.0
Sadness,18,11186,I'M LITERALLY DEAD,-1,-32.132704535126685,-0.050281918048860064,0.0,0.0
Sadness,18,11186,I'M LITERALLY DEAD,0,-32.082422617077825,0.0,0.0,0.0
Sadness,18,11186,I'M LITERALLY DEAD,1,-32.03276005685329,0.04966256022453308,0.0,0.0
Sadness,18,11186,I'M LITERALLY DEAD,2,-31.983684703707695,0.0987379133701296,0.0,0.0
Sadness,18,11186,I'M LITERALLY DEAD,4,-31.887341994047166,0.19508062303065898,0.0,0.0
Sadness,18,11186,"I'm sad, but I just want a new Metroid game, and i...",-2,-29.538865828514098,-0.1762179136276245,0.0,0.0
Sadness,18,11186,"I'm sad, but I just want a new Metroid game, and i...",-1,-29.449683904647827,-0.08703598976135396,0.0,0.0
Sadness,18,11186,"I'm sad, but I just want a new Metroid game, and i...",0,-29.362647914886473,0.0,0.0,0.0
Sadness,18,11186,"I'm sad, but I just want a new Metroid game, and i...",1,-29.277760255336762,0.084887659549711,0.0,0.0
Sadness,18,11186,"I'm sad, but I just want a new Metroid game, and i...",2,-29.195006704330446,0.16764121055602743,0.0,0.0
Sadness,18,11186,"I'm sad, but I just want a new Metroid game, and i...",4,-29.035900819301606,0.32674709558486725,0.0,0.0
Sadness,18,11186,Kinda sad but... Okay then,-2,-31.656663423776628,-0.2121017992496519,0.0,0.0
Sadness,18,11186,Kinda sad but... Okay then,-1,-31.55003309249878,-0.10547146797180318,0.0,0.0
Sadness,18,11186,Kinda sad but... Okay then,0,-31.444561624526976,0.0,0.0,0.0
Sadness,18,11186,Kinda sad but... Okay then,1,-31.340281903743744,0.10427972078323222,0.0,0.0
Sadness,18,11186,Kinda sad but... Okay then,2,-31.237207674980162,0.20735394954681396,0.0,0.0
Sadness,18,11186,Kinda sad but... Okay then,4,-31.03482512831688,0.40973649621009756,0.0,0.0
Sadness,18,11186,"Got a bit tipsy in my room alone, dancing in my un...",-2,-29.94682402908802,-0.1616285890340805,0.0,0.0
Sadness,18,11186,"Got a bit tipsy in my room alone, dancing in my un...",-1,-29.86525459587574,-0.08005915582180023,0.0,0.0
Sadness,18,11186,"Got a bit tipsy in my room alone, dancing in my un...",0,-29.78519544005394,0.0,0.0,0.0
Sadness,18,11186,"Got a bit tipsy in my room alone, dancing in my un...",1,-29.706684145331383,0.07851129472255636,0.0,0.0
Sadness,18,11186,"Got a bit tipsy in my room alone, dancing in my un...",2,-29.62969057559967,0.1555048644542687,0.0,0.0
Sadness,18,11186,"Got a bit tipsy in my room alone, dancing in my un...",4,-29.480283331871032,0.3049121081829078,7.076920509338379,7.076920509338379
Sadness,21,4801,"As a former [NAME], I apologize. That’s tough",-2,-33.12587350606918,-0.11440111398697184,13.744800567626953,-1.6434326171875
Sadness,21,4801,"As a former [NAME], I apologize. That’s tough",-1,-33.06808848381043,-0.056616091728216134,14.566530227661133,-0.8217029571533203
Sadness,21,4801,"As a former [NAME], I apologize. That’s tough",0,-33.01147239208221,0.0,15.388233184814453,0.0
Sadness,21,4801,"As a former [NAME], I apologize. That’s tough",1,-32.95603286027908,0.055439531803131104,16.209943771362305,0.8217105865478516
Sadness,21,4801,"As a former [NAME], I apologize. That’s tough",2,-32.90176740884781,0.10970498323440125,17.03167152404785,1.6434383392333984
Sadness,21,4801,"As a former [NAME], I apologize. That’s tough",4,-32.79676369428635,0.21470869779586366,18.675092697143555,3.2868595123291016
Sadness,21,4801,This is beautiful and heartbreaking :(,-2,-23.197008967399597,-0.02809067815542221,29.47163200378418,-1.6434249877929688
Sadness,21,4801,This is beautiful and heartbreaking :(,-1,-23.18274259865284,-0.013824309408665414,30.2933292388916,-0.8217277526855469
Sadness,21,4801,This is beautiful and heartbreaking :(,0,-23.168918289244175,0.0,31.11505699157715,0.0
Sadness,21,4801,This is beautiful and heartbreaking :(,1,-23.155523782968523,0.013394506275652418,31.9367733001709,0.82171630859375
Sadness,21,4801,This is beautiful and heartbreaking :(,2,-23.14254039824009,0.02637789100408483,32.758514404296875,1.6434574127197266
Sadness,21,4801,This is beautiful and heartbreaking :(,4,-23.11778057217598,0.05113771706819392,34.40190887451172,3.2868518829345703
Sadness,21,4801,"Tried it. Failed it. Got mental consequences, my m...",-2,-28.352482613921165,-0.1429136604070642,0.0,0.0
Sadness,21,4801,"Tried it. Failed it. Got mental consequences, my m...",-1,-28.28047357201576,-0.07090461850166108,0.0,0.0
Sadness,21,4801,"Tried it. Failed it. Got mental consequences, my m...",0,-28.2095689535141,0.0,0.0,0.0
Sadness,21,4801,"Tried it. Failed it. Got mental consequences, my m...",1,-28.1397284835577,0.06984046995640014,0.0,0.0
Sadness,21,4801,"Tried it. Failed it. Got mental consequences, my m...",2,-28.070981708168983,0.1385872453451178,0.0,0.0
Sadness,21,4801,"Tried it. Failed it. Got mental consequences, my m...",4,-27.936741322278976,0.2728276312351241,0.0,0.0
Sadness,21,4801,"Oh no, [NAME] is in pain",-2,-29.477212277054786,-0.09401310980319977,0.0,0.0
Sadness,21,4801,"Oh no, [NAME] is in pain",-1,-29.429671198129654,-0.04647203087806773,0.0,0.0
Sadness,21,4801,"Oh no, [NAME] is in pain",0,-29.383199167251586,0.0,0.0,0.0
Sadness,21,4801,"Oh no, [NAME] is in pain",1,-29.3377804517746,0.045418715476987614,0.0,0.0
Sadness,21,4801,"Oh no, [NAME] is in pain",2,-29.293413105607033,0.08978606164455272,0.0,0.0
Sadness,21,4801,"Oh no, [NAME] is in pain",4,-29.20787136554718,0.17532780170440532,0.0,0.0
Sadness,21,4801,Being born in north america is a curse my friend. ...,-2,-24.68304752856493,-0.1537553429603591,0.0,0.0
Sadness,21,4801,Being born in north america is a curse my friend. ...,-1,-24.605488213896752,-0.07619602829218053,0.0,0.0
Sadness,21,4801,Being born in north america is a curse my friend. ...,0,-24.52929218560457,0.0,0.0,0.0
Sadness,21,4801,Being born in north america is a curse my friend. ...,1,-24.45443748533726,0.07485470026731278,0.0,0.0
Sadness,21,4801,Being born in north america is a curse my friend. ...,2,-24.380934916436672,0.14835726916789937,0.0,0.0
Sadness,21,4801,Being born in north america is a curse my friend. ...,4,-24.2379813849926,0.2913108006119707,0.0,0.0
Sadness,21,4801,I feel bad for my kids who will never get to see [...,-2,-17.642602384090424,-0.10204164572060037,15.73666763305664,-1.6434345245361328
Sadness,21,4801,I feel bad for my kids who will never get to see [...,-1,-17.590938717871904,-0.05037797950208045,16.558393478393555,-0.8217086791992188
Sadness,21,4801,I feel bad for my kids who will never get to see [...,0,-17.540560738369823,0.0,17.380102157592773,0.0
Sadness,21,4801,I feel bad for my kids who will never get to see [...,1,-17.49142499640584,0.04913574196398329,18.201841354370117,0.8217391967773438
Sadness,21,4801,I feel bad for my kids who will never get to see [...,2,-17.44350840859115,0.0970523297786734,19.023542404174805,1.6434402465820312
Sadness,21,4801,I feel bad for my kids who will never get to see [...,4,-17.35131597854197,0.18924475982785438,20.66698455810547,3.2868824005126953
Sadness,21,4801,I'M LITERALLY DEAD,-2,-32.17228153049946,-0.08985891342163654,0.0,0.0
Sadness,21,4801,I'M LITERALLY DEAD,-1,-32.12706216871739,-0.04463955163956257,0.0,0.0
Sadness,21,4801,I'M LITERALLY DEAD,0,-32.082422617077825,0.0,0.0,0.0
Sadness,21,4801,I'M LITERALLY DEAD,1,-32.03843855559826,0.0439840614795628,0.0,0.0
Sadness,21,4801,I'M LITERALLY DEAD,2,-31.99505526125431,0.08736735582351329,0.0,0.0
Sadness,21,4801,I'M LITERALLY DEAD,4,-31.910165518522263,0.17225709855556204,0.0,0.0
Sadness,21,4801,"I'm sad, but I just want a new Metroid game, and i...",-2,-29.49058041572571,-0.12793250083923624,10.886911392211914,-1.6434173583984375
Sadness,21,4801,"I'm sad, but I just want a new Metroid game, and i...",-1,-29.425639700889587,-0.0629917860031135,11.708612442016602,-0.82171630859375
Sadness,21,4801,"I'm sad, but I just want a new Metroid game, and i...",0,-29.362647914886473,0.0,12.530328750610352,0.0
Sadness,21,4801,"I'm sad, but I just want a new Metroid game, and i...",1,-29.301593148708342,0.061054766178131104,13.352033615112305,0.8217048645019531
Sadness,21,4801,"I'm sad, but I just want a new Metroid game, and i...",2,-29.242464709281922,0.12018320560455109,14.173768997192383,1.6434402465820312
Sadness,21,4801,"I'm sad, but I just want a new Metroid game, and i...",4,-29.12988624572754,0.2327616691589327,15.817190170288086,3.2868614196777344
Sadness,21,4801,Kinda sad but... Okay then,-2,-31.61362353563309,-0.16906191110611246,0.0,0.0
Sadness,21,4801,Kinda sad but... Okay then,-1,-31.528438383340834,-0.08387675881385803,0.0,0.0
Sadness,21,4801,Kinda sad but... Okay then,0,-31.444561624526976,0.0,0.0,0.0
Sadness,21,4801,Kinda sad but... Okay then,1,-31.36201786994934,0.0825437545776353,8.992103576660156,8.992103576660156
Sadness,21,4801,Kinda sad but... Okay then,2,-31.280810940265656,0.1637506842613199,9.813817977905273,9.813817977905273
Sadness,21,4801,Kinda sad but... Okay then,4,-31.122464042901992,0.32209758162498403,11.457254409790039,11.457254409790039
Sadness,21,4801,"Got a bit tipsy in my room alone, dancing in my un...",-2,-29.928443428874015,-0.14324798882007528,0.0,0.0
Sadness,21,4801,"Got a bit tipsy in my room alone, dancing in my un...",-1,-29.85611918270588,-0.07092374265193868,0.0,0.0
Sadness,21,4801,"Got a bit tipsy in my room alone, dancing in my un...",0,-29.78519544005394,0.0,0.0,0.0
Sadness,21,4801,"Got a bit tipsy in my room alone, dancing in my un...",1,-29.71569485962391,0.06950058043003082,0.0,0.0
Sadness,21,4801,"Got a bit tipsy in my room alone, dancing in my un...",2,-29.647585889697076,0.1376095503568635,0.0,0.0
Sadness,21,4801,"Got a bit tipsy in my room alone, dancing in my un...",4,-29.51554076373577,0.26965467631816864,9.345062255859375,9.345062255859375
Sadness,22,10572,"As a former [NAME], I apologize. That’s tough",-2,-33.13100823760033,-0.11953584551811502,12.341049194335938,-1.592214584350586
Sadness,22,10572,"As a former [NAME], I apologize. That’s tough",-1,-33.070838439464566,-0.059366047382354736,13.137166976928711,-0.7960968017578125
Sadness,22,10572,"As a former [NAME], I apologize. That’s tough",0,-33.01147239208221,0.0,13.933263778686523,0.0
Sadness,22,10572,"As a former [NAME], I apologize. That’s tough",1,-32.952884304523465,0.05858808755874634,14.729364395141602,0.7961006164550781
Sadness,22,10572,"As a former [NAME], I apologize. That’s tough",2,-32.895076328516005,0.11639606356620646,15.52546501159668,1.5922012329101562
Sadness,22,10572,"As a former [NAME], I apologize. That’s tough",4,-32.78181920051575,0.22965319156646302,17.117685317993164,3.1844215393066406
Sadness,22,10572,This is beautiful and heartbreaking :(,-2,-23.23020647764206,-0.06128818839788508,33.15098571777344,-1.5922164916992188
Sadness,22,10572,This is beautiful and heartbreaking :(,-1,-23.199393436312675,-0.03047514706850052,33.94709014892578,-0.796112060546875
Sadness,22,10572,This is beautiful and heartbreaking :(,0,-23.168918289244175,0.0,34.743202209472656,0.0
Sadness,22,10572,This is beautiful and heartbreaking :(,1,-23.138754504919053,0.030163784325122123,35.53932189941406,0.7961196899414062
Sadness,22,10572,This is beautiful and heartbreaking :(,2,-23.108911626040936,0.06000666320323944,36.335426330566406,1.59222412109375
Sadness,22,10572,This is beautiful and heartbreaking :(,4,-23.050167261064054,0.11875102818012095,37.927650451660156,3.1844482421875
Sadness,22,10572,"Tried it. Failed it. Got mental consequences, my m...",-2,-28.34425645470619,-0.13468750119209005,0.0,0.0
Sadness,22,10572,"Tried it. Failed it. Got mental consequences, my m...",-1,-28.276601606607436,-0.06703265309333517,0.0,0.0
Sadness,22,10572,"Tried it. Failed it. Got mental consequences, my m...",0,-28.2095689535141,0.0,0.0,0.0
Sadness,22,10572,"Tried it. Failed it. Got mental consequences, my m...",1,-28.143174317479133,0.06639463603496765,0.0,0.0
Sadness,22,10572,"Tried it. Failed it. Got mental consequences, my m...",2,-28.07742683291435,0.13214212059974884,0.0,0.0
Sadness,22,10572,"Tried it. Failed it. Got mental consequences, my m...",4,-27.947873723506927,0.26169523000717376,0.0,0.0
Sadness,22,10572,"Oh no, [NAME] is in pain",-2,-29.49983856678009,-0.11663939952850555,0.0,0.0
Sadness,22,10572,"Oh no, [NAME] is in pain",-1,-29.4411585688591,-0.05795940160751556,0.0,0.0
Sadness,22,10572,"Oh no, [NAME] is in pain",0,-29.383199167251586,0.0,0.0,0.0
Sadness,22,10572,"Oh no, [NAME] is in pain",1,-29.325957775115967,0.05724139213561941,0.0,0.0
Sadness,22,10572,"Oh no, [NAME] is in pain",2,-29.269435074925422,0.11376409232616425,0.0,0.0
Sadness,22,10572,"Oh no, [NAME] is in pain",4,-29.158590573072434,0.22460859417915202,0.0,0.0
Sadness,22,10572,Being born in north america is a curse my friend. ...,-2,-24.663913604617118,-0.13462141901254654,0.0,0.0
Sadness,22,10572,Being born in north america is a curse my friend. ...,-1,-24.596240724623204,-0.0669485390186324,0.0,0.0
Sadness,22,10572,Being born in north america is a curse my friend. ...,0,-24.52929218560457,0.0,0.0,0.0
Sadness,22,10572,Being born in north america is a curse my friend. ...,1,-24.463045313954353,0.06624687165021825,0.0,0.0
Sadness,22,10572,Being born in north america is a curse my friend. ...,2,-24.397500158846377,0.13179202675819468,0.0,0.0
Sadness,22,10572,Being born in north america is a curse my friend. ...,4,-24.26858977675438,0.260702408850193,10.40605354309082,10.40605354309082
Sadness,22,10572,I feel bad for my kids who will never get to see [...,-2,-17.644677687063812,-0.10411694869398858,20.257526397705078,-1.5922069549560547
Sadness,22,10572,I feel bad for my kids who will never get to see [...,-1,-17.592252134531737,-0.05169139616191387,21.05362319946289,-0.7961101531982422
Sadness,22,10572,I feel bad for my kids who will never get to see [...,0,-17.540560738369823,0.0,21.849733352661133,0.0
Sadness,22,10572,I feel bad for my kids who will never get to see [...,1,-17.489567190781237,0.0509935475885861,22.645841598510742,0.7961082458496094
Sadness,22,10572,I feel bad for my kids who will never get to see [...,2,-17.439235894382,0.10132484398782182,23.441940307617188,1.5922069549560547
Sadness,22,10572,I feel bad for my kids who will never get to see [...,4,-17.340673885866998,0.199886852502825,25.034154891967773,3.1844215393066406
Sadness,22,10572,I'M LITERALLY DEAD,-2,-32.1896482437849,-0.10722562670707703,0.0,0.0
Sadness,22,10572,I'M LITERALLY DEAD,-1,-32.13580993711948,-0.053387320041657915,0.0,0.0
Sadness,22,10572,I'M LITERALLY DEAD,0,-32.082422617077825,0.0,0.0,0.0
Sadness,22,10572,I'M LITERALLY DEAD,1,-32.02946565151215,0.052956965565677194,0.0,0.0
Sadness,22,10572,I'M LITERALLY DEAD,2,-31.976940375566482,0.10548224151134278,0.0,0.0
Sadness,22,10572,I'M LITERALLY DEAD,4,-31.873191663622855,0.2092309534549699,0.0,0.0
Sadness,22,10572,"I'm sad, but I just want a new Metroid game, and i...",-2,-29.481162309646606,-0.11851439476013326,15.846879959106445,-1.5922126770019531
Sadness,22,10572,"I'm sad, but I just want a new Metroid game, and i...",-1,-29.42146122455597,-0.05881330966949605,16.642988204956055,-0.7961044311523438
Sadness,22,10572,"I'm sad, but I just want a new Metroid game, and i...",0,-29.362647914886473,0.0,17.4390926361084,0.0
Sadness,22,10572,"I'm sad, but I just want a new Metroid game, and i...",1,-29.30473040342331,0.05791751146316315,18.23517417907715,0.79608154296875
Sadness,22,10572,"I'm sad, but I just want a new Metroid game, and i...",2,-29.247719979286195,0.11492793560027792,19.031293869018555,1.5922012329101562
Sadness,22,10572,"I'm sad, but I just want a new Metroid game, and i...",4,-29.136340498924255,0.22630741596221782,20.623491287231445,3.184398651123047
Sadness,22,10572,Kinda sad but... Okay then,-2,-31.613825780153274,-0.1692641556262977,0.0,0.0
Sadness,22,10572,Kinda sad but... Okay then,-1,-31.528804743289946,-0.08424311876296997,0.0,0.0
Sadness,22,10572,Kinda sad but... Okay then,0,-31.444561624526976,0.0,0.0,0.0
Sadness,22,10572,Kinda sad but... Okay then,1,-31.36111014485359,0.08345147967338562,10.07716178894043,10.07716178894043
Sadness,22,10572,Kinda sad but... Okay then,2,-31.278459316492082,0.166102308034894,10.87327766418457,10.87327766418457
Sadness,22,10572,Kinda sad but... Okay then,4,-31.115532863140107,0.3290287613868692,12.465476989746094,12.465476989746094
Sadness,22,10572,"Got a bit tipsy in my room alone, dancing in my un...",-2,-29.918081134557724,-0.13288569450378418,14.844491958618164,-1.5921859741210938
Sadness,22,10572,"Got a bit tipsy in my room alone, dancing in my un...",-1,-29.85128397643566,-0.06608853638172008,15.640588760375977,-0.7960891723632812
Sadness,22,10572,"Got a bit tipsy in my room alone, dancing in my un...",0,-29.78519544005394,0.0,16.436677932739258,0.0
Sadness,22,10572,"Got a bit tipsy in my room alone, dancing in my un...",1,-29.719820666313172,0.06537477374076772,17.23280143737793,0.7961235046386719
Sadness,22,10572,"Got a bit tipsy in my room alone, dancing in my un...",2,-29.655149737000464,0.13004570305347585,18.028905868530273,1.5922279357910156
Sadness,22,10572,"Got a bit tipsy in my room alone, dancing in my un...",4,-29.52793293297291,0.2572625070810304,19.621122360229492,3.1844444274902344
Anger,22,8535,"You're the one who's out, biggy. Out of your mind!",-2,-24.56616327762604,-0.022211194038391113,10.729886054992676,-1.6012582778930664
Anger,22,8535,"You're the one who's out, biggy. Out of your mind!",-1,-24.554995226860047,-0.011043143272399192,11.530525207519531,-0.8006191253662109
Anger,22,8535,"You're the one who's out, biggy. Out of your mind!",0,-24.543952083587648,0.0,12.331144332885742,0.0
Anger,22,8535,"You're the one who's out, biggy. Out of your mind!",1,-24.53304135799408,0.010910725593568316,13.13177490234375,0.8006305694580078
Anger,22,8535,"You're the one who's out, biggy. Out of your mind!",2,-24.522259223461152,0.021692860126496072,13.932416915893555,1.6012725830078125
Anger,22,8535,"You're the one who's out, biggy. Out of your mind!",4,-24.501106441020966,0.04284564256668233,15.53369140625,3.202547073364258
Anger,22,8535,Classic sloth fuckboi,-2,-27.44044122695923,-0.02623572349548553,0.0,0.0
Anger,22,8535,Classic sloth fuckboi,-1,-27.427263927459716,-0.01305842399597168,0.0,0.0
Anger,22,8535,Classic sloth fuckboi,0,-27.414205503463744,0.0,0.0,0.0
Anger,22,8535,Classic sloth fuckboi,1,-27.401246118545533,0.01295938491821147,9.992916107177734,9.992916107177734
Anger,22,8535,Classic sloth fuckboi,2,-27.388386702537538,0.025818800926206364,10.793540000915527,10.793540000915527
Anger,22,8535,Classic sloth fuckboi,4,-27.362990260124207,0.051215243339537864,12.394805908203125,12.394805908203125
Anger,22,8535,Must be so frustrating having the wrong old man fa...,-2,-25.868574714660646,-0.012834978103640537,11.349893569946289,-1.6012554168701172
Anger,22,8535,Must be so frustrating having the wrong old man fa...,-1,-25.862103271484376,-0.006363534927370296,12.150522232055664,-0.8006267547607422
Anger,22,8535,Must be so frustrating having the wrong old man fa...,0,-25.855739736557005,0.0,12.951148986816406,0.0
Anger,22,8535,Must be so frustrating having the wrong old man fa...,1,-25.849482822418214,0.006256914138791814,13.751775741577148,0.8006267547607422
Anger,22,8535,Must be so frustrating having the wrong old man fa...,2,-25.843330526351927,0.012409210205078125,14.552413940429688,1.6012649536132812
Anger,22,8535,Must be so frustrating having the wrong old man fa...,4,-25.831322145462035,0.024417591094969993,16.153669357299805,3.2025203704833984
Anger,22,8535,I have failed you [NAME]. I have failed you.,-2,-31.533316338062285,-0.02851072549819733,0.0,0.0
Anger,22,8535,I have failed you [NAME]. I have failed you.,-1,-31.519026041030884,-0.014220428466796164,0.0,0.0
Anger,22,8535,I have failed you [NAME]. I have failed you.,0,-31.504805612564088,0.0,0.0,0.0
Anger,22,8535,I have failed you [NAME]. I have failed you.,1,-31.49067783355713,0.014127779006958718,0.0,0.0
Anger,22,8535,I have failed you [NAME]. I have failed you.,2,-31.476631903648375,0.02817370891571258,0.0,0.0
Anger,22,8535,I have failed you [NAME]. I have failed you.,4,-31.448744440078734,0.056061172485353694,9.67448902130127,9.67448902130127
Anger,22,8535,A fucking centaur,-2,-30.12146463394165,-0.03291954994201518,16.10134506225586,-1.6012496948242188
Anger,22,8535,A fucking centaur,-1,-30.104959201812743,-0.01641411781310964,16.9019775390625,-0.8006172180175781
Anger,22,8535,A fucking centaur,0,-30.088545083999634,0.0,17.702594757080078,0.0
Anger,22,8535,A fucking centaur,1,-30.072237491607666,0.016307592391967773,18.503219604492188,0.8006248474121094
Anger,22,8535,A fucking centaur,2,-30.056024503707885,0.03252058029174876,19.303848266601562,1.6012535095214844
Anger,22,8535,A fucking centaur,4,-30.023860692977905,0.06468439102172852,20.905105590820312,3.2025108337402344
Anger,22,8535,this is why she killed herself you sick freaks,-2,-26.242901039123534,-0.01289687156677033,46.582672119140625,-1.6011962890625
Anger,22,8535,this is why she killed herself you sick freaks,-1,-26.236418056488038,-0.0064138889312737035,47.38325500488281,-0.8006134033203125
Anger,22,8535,this is why she killed herself you sick freaks,0,-26.230004167556764,0.0,48.183868408203125,0.0
Anger,22,8535,this is why she killed herself you sick freaks,1,-26.223643088340758,0.00636107921600626,48.984527587890625,0.8006591796875
Anger,22,8535,this is why she killed herself you sick freaks,2,-26.217363262176512,0.012640905380251866,49.78519058227539,1.6013221740722656
Anger,22,8535,this is why she killed herself you sick freaks,4,-26.20495367050171,0.025050497055055132,51.38642120361328,3.2025527954101562
Anger,22,8535,I hate it too. But I will....,-2,-19.303767919540405,-0.04808666706085063,0.0,0.0
Anger,22,8535,I hate it too. But I will....,-1,-19.279642701148987,-0.023961448669432173,0.0,0.0
Anger,22,8535,I hate it too. But I will....,0,-19.255681252479555,0.0,0.0,0.0
Anger,22,8535,I hate it too. But I will....,1,-19.231883144378664,0.023798108100891113,0.0,0.0
Anger,22,8535,I hate it too. But I will....,2,-19.208244228363036,0.047437024116518955,0.0,0.0
Anger,22,8535,I hate it too. But I will....,4,-19.161422419548035,0.09425883293151927,0.0,0.0
Anger,22,8535,John Oliver is a fucking liberal pig.,-2,-28.646134519577025,-0.012917661666868696,22.61076545715332,-1.6012439727783203
Anger,22,8535,John Oliver is a fucking liberal pig.,-1,-28.639648818969725,-0.006431961059568891,23.41138458251953,-0.8006248474121094
Anger,22,8535,John Oliver is a fucking liberal pig.,0,-28.633216857910156,0.0,24.21200942993164,0.0
Anger,22,8535,John Oliver is a fucking liberal pig.,1,-28.626856994628906,0.0063598632812507105,25.01264190673828,0.8006324768066406
Anger,22,8535,John Oliver is a fucking liberal pig.,2,-28.620537853240968,0.012679004669188032,25.813274383544922,1.6012649536132812
Anger,22,8535,John Oliver is a fucking liberal pig.,4,-28.608102798461914,0.025114059448242188,27.414554595947266,3.202545166015625
Anger,22,8535,"Fuck it, im paying the premium -- 15% risk in not ...",-2,-28.46883568763733,-0.023128032684326172,0.0,0.0
Anger,22,8535,"Fuck it, im paying the premium -- 15% risk in not ...",-1,-28.45721983909607,-0.011512184143064985,0.0,0.0
Anger,22,8535,"Fuck it, im paying the premium -- 15% risk in not ...",0,-28.445707654953004,0.0,0.0,0.0
Anger,22,8535,"Fuck it, im paying the premium -- 15% risk in not ...",1,-28.43430585861206,0.011401796340944514,0.0,0.0
Anger,22,8535,"Fuck it, im paying the premium -- 15% risk in not ...",2,-28.423024821281434,0.022682833671570535,0.0,0.0
